x,y
14.68185,1.26363
14.73354,1.29876
14.78524,1.33427
14.83694,1.36997
14.88863,1.40569
14.94033,1.44128
14.99203,1.4766
15.04372,1.51154
15.09542,1.54601
15.14712,1.57995
15.19881,1.61332
15.25051,1.64606
15.30221,1.67812
15.3539,1.70944
15.4056,1.73993
15.4573,1.76944
15.50899,1.79779
15.56069,1.82475
15.61239,1.85003
15.66408,1.87327
15.71578,1.89409
15.76748,1.91207
15.81917,1.92678
15.87087,1.93779
15.92257,1.94471
15.97426,1.94721
16.02596,1.94499
16.07766,1.9379
16.12935,1.92583
16.18105,1.90884
16.23275,1.88707
16.28444,1.86077
16.33614,1.83031
16.38784,1.79613
16.43953,1.75876
16.49123,1.71876
16.54293,1.67671
16.59462,1.63321
16.64632,1.58882
16.69802,1.54407
16.74971,1.49943
16.80141,1.45529
16.85311,1.41199
16.9048,1.36978
16.9565,1.32883
17.0082,1.28928
17.05989,1.25118
17.11159,1.21457
17.16329,1.17946
17.21498,1.14582
17.26668,1.11366
17.31838,1.08294
17.37007,1.05367
17.42177,1.02583
17.47347,0.99941
17.52516,0.97441
17.57686,0.95079
17.62856,0.92854
17.68025,0.9076
17.73195,0.88793
17.78365,0.86946
17.83534,0.85211
17.88704,0.83584
17.93874,0.8206
17.99043,0.80636
18.04213,0.79314
18.09383,0.78097
18.14552,0.76994
18.19722,0.76017
18.24892,0.7518
18.30061,0.74499
18.35231,0.73995
18.40401,0.73686
18.4557,0.73593
18.5074,0.73733
18.5591,0.74125
18.61079,0.74783
18.66249,0.75719
18.71419,0.76942
18.76588,0.78456
18.81758,0.80264
18.86928,0.82359
18.92097,0.84732
18.97267,0.87366
19.02437,0.90238
19.07606,0.93315
19.12776,0.96561
19.17946,0.9993
19.23115,1.03371
19.28285,1.06826
19.33455,1.10235
19.38624,1.13537
19.43794,1.16668
19.48964,1.1957
19.54133,1.22188
19.59303,1.24475
19.64473,1.26389
19.69642,1.27902
19.74812,1.28994
19.79982,1.29658
19.85151,1.29895
19.90321,1.29721
19.95491,1.29157
20.0066,1.28236
20.0583,1.26997
20.11,1.25485
20.16169,1.23749
20.21339,1.21841
20.26509,1.19812
20.31678,1.17716
20.36848,1.15602
20.42018,1.13517
20.47187,1.11502
20.52357,1.09595
20.57527,1.07826
20.62696,1.06222
20.67866,1.04799
20.73036,1.03571
20.78205,1.0254
20.83375,1.01705
20.88545,1.01058
20.93714,1.00584
20.98884,1.00261
21.04054,1.00063
21.09223,0.99958
21.14393,0.99913
21.19563,0.99889
21.24732,0.99847
21.29902,0.9975
21.35072,0.99561
21.40241,0.99247
21.45411,0.9878
21.50581,0.9814
21.5575,0.97313
21.6092,0.96292
21.6609,0.95078
21.71259,0.93681
21.76429,0.92115
21.81599,0.904
21.86768,0.88561
21.91938,0.86622
21.97107,0.84613
22.02277,0.82559
22.07447,0.80486
22.12617,0.78417
22.17786,0.76372
22.22956,0.7437
22.28125,0.72422
22.33295,0.70539
22.38465,0.68726
22.43634,0.66987
22.48804,0.65319
22.53974,0.6372
22.59143,0.62182
22.64313,0.60696
22.69483,0.5925
22.74652,0.57833
22.79822,0.56432
22.84992,0.55034
22.90161,0.53627
22.95331,0.52202
23.00501,0.50751
23.0567,0.49268
23.1084,0.47751
23.1601,0.46201
23.21179,0.4462
23.26349,0.43014
23.31519,0.4139
23.36688,0.39757
23.41858,0.38124
23.47028,0.36501
23.52197,0.34897
23.57367,0.33322
23.62537,0.31783
23.67706,0.30288
23.72876,0.28843
23.78046,0.27453
23.83215,0.26121
23.88385,0.2485
23.93555,0.23642
23.98724,0.22497
24.03894,0.21416
24.09064,0.20399
24.14233,0.19443
24.19403,0.18547
24.24573,0.1771
24.29742,0.16929
24.34912,0.16202
24.40082,0.15526
24.45251,0.149
24.50421,0.1432
24.55591,0.13784
24.6076,0.1329
24.6593,0.12835
24.711,0.12417
24.76269,0.12033
24.81439,0.1168
24.86609,0.11356
24.91778,0.11057
24.96948,0.10782
25.02118,0.10527
25.07287,0.10289
25.12457,0.10067
25.17627,0.09857
25.22796,0.09659
25.27966,0.09469
25.33136,0.09286
25.38305,0.09109
25.43475,0.08936
25.48645,0.08767
25.53814,0.086
25.58984,0.08435
25.64154,0.08271
25.69323,0.08108
25.74493,0.07947
25.79663,0.07786
25.84832,0.07626
25.90002,0.07469
25.95172,0.07313
26.00341,0.0716
26.05511,0.07011
26.10681,0.06866
26.1585,0.06726
26.2102,0.06592
26.2619,0.06464
26.31359,0.06343
26.36529,0.06227
26.41699,0.06119
26.46868,0.06016
26.52038,0.05919
26.57208,0.05826
26.62377,0.05737
26.67547,0.05651
26.72717,0.05568
26.77886,0.05485
26.83056,0.05402
26.88226,0.05319
26.93395,0.05235
26.98565,0.05149
27.03735,0.05061
27.08904,0.04971
27.14074,0.0488
27.19244,0.04787
27.24413,0.04693
27.29583,0.04598
27.34753,0.04503
27.39922,0.04408
27.45092,0.04314
27.50262,0.04222
27.55431,0.04131
27.60601,0.04043
27.65771,0.03957
27.7094,0.03875
27.7611,0.03796
27.8128,0.03721
27.86449,0.0365
27.91619,0.03582
27.96789,0.03519
28.01958,0.03459
28.07128,0.03404
28.12298,0.03352
28.17467,0.03303
28.22637,0.03258
28.27807,0.03216
28.32976,0.03176
28.38146,0.03138
28.43316,0.03103
28.48485,0.03069
28.53655,0.03036
28.58825,0.03004
28.63994,0.02974
28.69164,0.02943
28.74334,0.02914
28.79503,0.02885
28.84673,0.02856
28.89843,0.02828
28.95012,0.02801
29.00182,0.02774
29.05352,0.02748
29.10521,0.02722
29.15691,0.02697
29.20861,0.02673
29.2603,0.02649
29.312,0.02626
29.3637,0.02604
29.41539,0.02581
29.46709,0.02559
29.51879,0.02538
29.57048,0.02516
29.62218,0.02494
29.67388,0.02472
29.72557,0.02449
29.77727,0.02427
29.82897,0.02403
29.88066,0.0238
29.93236,0.02356
29.98406,0.02331
30.03575,0.02307
30.08745,0.02282
30.13915,0.02257
30.19084,0.02232
30.24254,0.02207
30.29424,0.02183
30.34593,0.02159
30.39763,0.02135
30.44933,0.02112
30.50102,0.0209
30.55272,0.02069
30.60442,0.02048
30.65611,0.02029
30.70781,0.02009
30.7595,0.01991
30.8112,0.01972
30.8629,0.01954
30.91459,0.01936
30.96629,0.01918
31.01799,0.019
31.06968,0.01882
31.12138,0.01863
31.17308,0.01844
31.22477,0.01825
31.27647,0.01806
31.32817,0.01787
31.37986,0.01768
31.43156,0.01749
31.48326,0.01731
31.53495,0.01714
31.58665,0.01697
31.63835,0.01682
31.69004,0.01668
31.74174,0.01654
31.79344,0.01642
31.84513,0.01631
31.89683,0.0162
31.94853,0.0161
32.00022,0.01601
32.05192,0.01591
32.10362,0.01581
32.15531,0.01571
32.20701,0.01561
32.25871,0.01549
32.3104,0.01537
32.3621,0.01524
32.4138,0.01509
32.46549,0.01494
32.51719,0.01478
32.56889,0.01461
32.62058,0.01444
32.67228,0.01426
32.72398,0.01407
32.77567,0.01389
32.82737,0.0137
32.87907,0.01351
32.93076,0.01332
32.98246,0.01313
33.03416,0.01294
33.08585,0.01276
33.13755,0.01259
33.18925,0.01242
33.24094,0.01226
33.29264,0.0121
33.34434,0.01196
33.39603,0.01183
33.44773,0.01171
33.49943,0.0116
33.55112,0.0115
33.60282,0.01142
33.65452,0.01134
33.70621,0.01128
33.75791,0.01123
33.80961,0.01119
33.8613,0.01115
33.913,0.01113
33.9647,0.01111
34.01639,0.01109
34.06809,0.01108
34.11979,0.01107
34.17148,0.01106
34.22318,0.01105
34.27488,0.01104
34.32657,0.01103
34.37827,0.01101
34.42997,0.01099
34.48166,0.01096
34.53336,0.01093
34.58506,0.01089
34.63675,0.01084
34.68845,0.01079
34.74015,0.01073
34.79184,0.01067
34.84354,0.01061
34.89524,0.01055
34.94693,0.01049
34.99863,0.01043
35.05033,0.01037
35.10202,0.01031
35.15372,0.01026
35.20542,0.01021
35.25711,0.01017
35.30881,0.01014
35.36051,0.01011
35.4122,0.01009
35.4639,0.01007
35.5156,0.01006
35.56729,0.01004
35.61899,0.01003
35.67069,0.01002
35.72238,0.01001
35.77408,0.01
35.82578,0.00998
35.87747,0.00995
35.92917,0.00993
35.98087,0.00989
36.03256,0.00985
36.08426,0.00981
36.13596,0.00976
36.18765,0.0097
36.23935,0.00964
36.29105,0.00958
36.34274,0.00951
36.39444,0.00944
36.44614,0.00937
36.49783,0.0093
36.54953,0.00923
36.60123,0.00916
36.65292,0.0091
36.70462,0.00903
36.75632,0.00896
36.80801,0.0089
36.85971,0.00884
36.91141,0.00878
36.9631,0.00872
37.0148,0.00867
37.0665,0.00862
37.11819,0.00857
37.16989,0.00853
37.22159,0.00849
37.27328,0.00845
37.32498,0.00842
37.37668,0.00839
37.42837,0.00836
37.48007,0.00834
37.53177,0.00832
37.58346,0.00831
37.63516,0.00829
37.68686,0.00828
37.73855,0.00827
37.79025,0.00826
37.84195,0.00825
37.89364,0.00824
37.94534,0.00823
37.99704,0.00822
38.04873,0.00821
38.10043,0.00821
38.15213,0.0082
38.20382,0.00819
38.25552,0.00819
38.30722,0.00819
38.35891,0.00819
38.41061,0.00819
38.46231,0.00819
38.514,0.0082
38.5657,0.00822
38.6174,0.00823
38.66909,0.00825
38.72079,0.00828
38.77249,0.0083
38.82418,0.00834
38.87588,0.00837
38.92758,0.00841
38.97927,0.00845
39.03097,0.00849
39.08267,0.00853
39.13436,0.00857
39.18606,0.00861
39.23776,0.00864
39.28945,0.00867
39.34115,0.0087
39.39285,0.00872
39.44454,0.00873
39.49624,0.00874
39.54794,0.00873
39.59963,0.00872
39.65133,0.00869
39.70302,0.00866
39.75472,0.00862
39.80642,0.00858
39.85811,0.00852
39.90981,0.00847
39.96151,0.0084
40.0132,0.00834
40.0649,0.00827
40.1166,0.00821
40.16829,0.00814
40.21999,0.00808
40.27169,0.00802
40.32338,0.00796
40.37508,0.0079
40.42678,0.00784
40.47847,0.00779
40.53017,0.00773
40.58187,0.00767
40.63356,0.00762
40.68526,0.00756
40.73696,0.0075
40.78865,0.00744
40.84035,0.00738
40.89205,0.00731
40.94374,0.00724
40.99544,0.00717
41.04714,0.0071
41.09883,0.00703
41.15053,0.00695
41.20223,0.00688
41.25392,0.0068
41.30562,0.00672
41.35732,0.00664
41.40901,0.00656
41.46071,0.00648
41.51241,0.0064
41.5641,0.00632
41.6158,0.00624
41.6675,0.00616
41.71919,0.00608
41.77089,0.00601
41.82259,0.00593
41.87428,0.00585
41.92598,0.00578
41.97768,0.0057
42.02937,0.00563
42.08107,0.00555
42.13277,0.00548
42.18446,0.0054
42.23616,0.00533
42.28786,0.00525
42.33955,0.00518
42.39125,0.0051
42.44295,0.00503
42.49464,0.00495
42.54634,0.00488
42.59804,0.0048
42.64973,0.00473
42.70143,0.00466
42.75313,0.00458
42.80482,0.00451
42.85652,0.00444
42.90822,0.00437
42.95991,0.0043
43.01161,0.00423
43.06331,0.00416
43.115,0.00409
43.1667,0.00402
43.2184,0.00395
43.27009,0.00388
43.32179,0.00381
43.37349,0.00374
43.42518,0.00368
43.47688,0.00361
43.52858,0.00355
43.58027,0.00349
43.63197,0.00343
43.68367,0.00338
43.73536,0.00332
43.78706,0.00327
43.83876,0.00323
43.89045,0.00318
43.94215,0.00314
43.99385,0.00311
44.04554,0.00307
44.09724,0.00304
44.14894,0.00301
44.20063,0.00298
44.25233,0.00296
44.30403,0.00293
44.35572,0.0029
44.40742,0.00288
44.45912,0.00285
44.51081,0.00282
44.56251,0.00279
44.61421,0.00276
44.6659,0.00272
44.7176,0.00268
44.7693,0.00264
44.82099,0.00259
44.87269,0.00255
44.92439,0.0025
44.97608,0.00245
45.02778,0.00239
45.07948,0.00234
45.13117,0.00229
45.18287,0.00223
45.23457,0.00218
45.28626,0.00214
45.33796,2.09E-03
45.38966,2.05E-03
45.44135,2.01E-03
45.49305,1.97E-03
45.54475,1.93E-03
45.59644,1.90E-03
45.64814,1.86E-03
45.69984,1.83E-03
45.75153,1.81E-03
45.80323,1.78E-03
45.85493,1.75E-03
45.90662,1.72E-03
45.95832,1.69E-03
46.01002,1.66E-03
46.06171,1.63E-03
46.11341,1.60E-03
46.16511,1.57E-03
46.2168,1.53E-03
46.2685,1.50E-03
46.3202,1.47E-03
46.37189,1.43E-03
46.42359,1.40E-03
46.47529,1.37E-03
46.52698,1.34E-03
46.57868,1.31E-03
46.63038,1.28E-03
46.68207,1.25E-03
46.73377,1.22E-03
46.78547,1.20E-03
46.83716,1.17E-03
46.88886,1.15E-03
46.94056,1.13E-03
46.99225,1.11E-03
47.04395,1.09E-03
47.09565,1.07E-03
47.14734,1.05E-03
47.19904,1.03E-03
47.25074,1.02E-03
47.30243,1.00E-03
47.35413,9.87E-04
47.40583,9.73E-04
47.45752,9.59E-04
47.50922,9.46E-04
47.56092,9.33E-04
47.61261,9.21E-04
47.66431,9.09E-04
47.71601,8.98E-04
47.7677,8.87E-04
47.8194,8.76E-04
47.8711,8.65E-04
47.92279,8.54E-04
47.97449,8.43E-04
48.02619,8.32E-04
48.07788,8.21E-04
48.12958,8.10E-04
48.18128,7.98E-04
48.23297,7.87E-04
48.28467,7.75E-04
48.33637,7.64E-04
48.38806,7.52E-04
48.43976,7.40E-04
48.49145,7.29E-04
48.54315,7.17E-04
48.59485,7.06E-04
48.64654,6.94E-04
48.69824,6.83E-04
48.74994,6.72E-04
48.80163,6.61E-04
48.85333,6.50E-04
48.90503,6.40E-04
48.95672,6.29E-04
49.00842,6.19E-04
49.06012,6.09E-04
49.11181,6.00E-04
49.16351,5.90E-04
49.21521,5.81E-04
49.2669,5.72E-04
49.3186,5.63E-04
49.3703,5.54E-04
49.42199,5.45E-04
49.47369,5.37E-04
49.52539,5.29E-04
49.57708,5.21E-04
49.62878,5.13E-04
49.68048,5.06E-04
49.73217,4.99E-04
49.78387,4.93E-04
49.83557,4.87E-04
49.88726,4.81E-04
49.93896,4.76E-04
49.99066,4.71E-04
50.04235,4.67E-04
50.09405,4.63E-04
50.14575,4.59E-04
50.19744,4.56E-04
50.24914,4.53E-04
50.30084,4.50E-04
50.35253,4.47E-04
50.40423,4.44E-04
50.45593,4.42E-04
50.50762,4.39E-04
50.55932,4.36E-04
50.61102,4.33E-04
50.66271,4.29E-04
50.71441,4.26E-04
50.76611,4.22E-04
50.8178,4.18E-04
50.8695,4.14E-04
50.9212,4.10E-04
50.97289,4.05E-04
51.02459,4.01E-04
51.07629,3.96E-04
51.12798,3.91E-04
51.17968,3.86E-04
51.23138,3.82E-04
51.28307,3.77E-04
51.33477,3.72E-04
51.38647,3.68E-04
51.43816,3.64E-04
51.48986,3.59E-04
51.54156,3.56E-04
51.59325,3.52E-04
51.64495,3.48E-04
51.69665,3.45E-04
51.74834,3.42E-04
51.80004,3.38E-04
51.85174,3.35E-04
51.90343,3.32E-04
51.95513,3.29E-04
52.00683,3.26E-04
52.05852,3.23E-04
52.11022,3.20E-04
52.16192,3.17E-04
52.21361,3.14E-04
52.26531,3.11E-04
52.31701,3.07E-04
52.3687,3.04E-04
52.4204,3.00E-04
52.4721,2.97E-04
52.52379,2.93E-04
52.57549,2.90E-04
52.62719,2.86E-04
52.67888,2.83E-04
52.73058,2.80E-04
52.78228,2.77E-04
52.83397,2.75E-04
52.88567,2.72E-04
52.93737,2.70E-04
52.98906,2.68E-04
53.04076,2.66E-04
53.09246,2.64E-04
53.14415,2.63E-04
53.19585,2.61E-04
53.24755,2.60E-04
53.29924,2.59E-04
53.35094,2.58E-04
53.40264,2.57E-04
53.45433,2.56E-04
53.50603,2.54E-04
53.55773,2.53E-04
53.60942,2.52E-04
53.66112,2.51E-04
53.71282,2.50E-04
53.76451,2.48E-04
53.81621,2.47E-04
53.86791,2.45E-04
53.9196,2.44E-04
53.9713,2.42E-04
54.023,2.40E-04
54.07469,2.39E-04
54.12639,2.37E-04
54.17809,2.36E-04
54.22978,2.34E-04
54.28148,2.33E-04
54.33318,2.32E-04
54.38487,2.30E-04
54.43657,2.29E-04
54.48827,2.28E-04
54.53996,2.27E-04
54.59166,2.26E-04
54.64336,2.25E-04
54.69505,2.25E-04
54.74675,2.24E-04
54.79845,2.23E-04
54.85014,2.22E-04
54.90184,2.21E-04
54.95354,2.20E-04
55.00523,2.19E-04
55.05693,2.18E-04
55.10863,2.17E-04
55.16032,2.16E-04
55.21202,2.15E-04
55.26372,2.14E-04
55.31541,2.13E-04
55.36711,2.12E-04
55.41881,2.11E-04
55.4705,2.10E-04
55.5222,2.10E-04
55.5739,2.09E-04
55.62559,2.08E-04
55.67729,2.08E-04
55.72899,2.07E-04
55.78068,2.06E-04
55.83238,2.06E-04
55.88408,2.05E-04
55.93577,2.04E-04
55.98747,2.04E-04
56.03917,2.03E-04
56.09086,2.02E-04
56.14256,2.01E-04
56.19426,1.99E-04
56.24595,1.98E-04
56.29765,1.97E-04
56.34935,1.95E-04
56.40104,1.94E-04
56.45274,1.93E-04
56.50444,1.91E-04
56.55613,1.90E-04
56.60783,1.88E-04
56.65953,1.87E-04
56.71122,1.86E-04
56.76292,1.84E-04
56.81462,1.83E-04
56.86631,1.82E-04
56.91801,1.81E-04
56.96971,1.80E-04
57.0214,1.79E-04
57.0731,1.78E-04
57.1248,1.77E-04
57.17649,1.76E-04
57.22819,1.76E-04
57.27989,1.75E-04
57.33158,1.74E-04
57.38328,1.74E-04
57.43498,1.73E-04
57.48667,1.72E-04
57.53837,1.72E-04
57.59006,1.71E-04
57.64176,1.70E-04
57.69346,1.70E-04
57.74515,1.69E-04
57.79685,1.68E-04
57.84855,1.67E-04
57.90024,1.67E-04
57.95194,1.66E-04
58.00364,1.65E-04
58.05533,1.64E-04
58.10703,1.64E-04
58.15873,1.63E-04
58.21042,1.62E-04
58.26212,1.61E-04
58.31382,1.61E-04
58.36551,1.60E-04
58.41721,1.60E-04
58.46891,1.59E-04
58.5206,1.58E-04
58.5723,1.58E-04
58.624,1.57E-04
58.67569,1.57E-04
58.72739,1.56E-04
58.77909,1.55E-04
58.83078,1.55E-04
58.88248,1.54E-04
58.93418,1.53E-04
58.98587,1.53E-04
59.03757,1.52E-04
59.08927,1.51E-04
59.14096,1.50E-04
59.19266,1.50E-04
59.24436,1.49E-04
59.29605,1.48E-04
59.34775,1.47E-04
59.39945,1.46E-04
59.45114,1.46E-04
59.50284,1.45E-04
59.55454,1.44E-04
59.60623,1.43E-04
59.65793,1.42E-04
59.70963,1.41E-04
59.76132,1.41E-04
59.81302,1.40E-04
59.86472,1.39E-04
59.91641,1.38E-04
59.96811,1.37E-04
60.01981,1.36E-04
60.0715,1.35E-04
60.1232,1.35E-04
60.1749,1.34E-04
60.22659,1.33E-04
60.27829,1.32E-04
60.32999,1.31E-04
60.38168,1.29E-04
60.43338,1.28E-04
60.48508,1.27E-04
60.53677,1.26E-04
60.58847,1.24E-04
60.64017,1.23E-04
60.69186,1.22E-04
60.74356,1.21E-04
60.79526,1.19E-04
60.84695,1.18E-04
60.89865,1.17E-04
60.95035,1.16E-04
61.00204,1.15E-04
61.05374,1.15E-04
61.10544,1.14E-04
61.15713,1.13E-04
61.20883,1.13E-04
61.26053,1.12E-04
61.31222,1.12E-04
61.36392,1.11E-04
61.41562,1.11E-04
61.46731,1.10E-04
61.51901,1.09E-04
61.57071,1.09E-04
61.6224,1.08E-04
61.6741,1.07E-04
61.7258,1.06E-04
61.77749,1.05E-04
61.82919,1.04E-04
61.88089,1.03E-04
61.93258,1.02E-04
61.98428,1.01E-04
62.03598,9.93E-05
62.08767,9.80E-05
62.13937,9.68E-05
62.19107,9.55E-05
62.24276,9.43E-05
62.29446,9.31E-05
62.34616,9.19E-05
62.39785,9.08E-05
62.44955,8.97E-05
62.50125,8.86E-05
62.55294,8.76E-05
62.60464,8.66E-05
62.65634,8.56E-05
62.70803,8.47E-05
62.75973,8.38E-05
62.81143,8.29E-05
62.86312,8.21E-05
62.91482,8.13E-05
62.96652,8.04E-05
63.01821,7.96E-05
63.06991,7.89E-05
63.12161,7.81E-05
63.1733,7.73E-05
63.225,7.66E-05
63.2767,7.59E-05
63.32839,7.52E-05
63.38009,7.45E-05
63.43179,7.39E-05
63.48348,7.32E-05
63.53518,7.26E-05
63.58688,7.20E-05
63.63857,7.14E-05
63.69027,7.08E-05
63.74197,7.02E-05
63.79366,6.97E-05
63.84536,6.92E-05
63.89706,6.87E-05
63.94875,6.82E-05
64.00045,6.77E-05
64.05215,6.73E-05
64.10384,6.68E-05
64.15554,6.64E-05
64.20724,6.60E-05
64.25893,6.56E-05
64.31063,6.52E-05
64.36233,6.48E-05
64.41402,6.43E-05
64.46572,6.38E-05
64.51742,6.34E-05
64.56911,6.28E-05
64.62081,6.23E-05
64.67251,6.17E-05
64.7242,6.11E-05
64.7759,6.05E-05
64.8276,5.98E-05
64.87929,5.92E-05
64.93099,5.85E-05
64.98269,5.78E-05
65.03438,5.72E-05
65.08608,5.66E-05
65.13778,5.60E-05
65.18947,5.54E-05
65.24117,5.48E-05
65.29287,5.43E-05
65.34456,5.38E-05
65.39626,5.33E-05
65.44796,5.29E-05
65.49965,5.24E-05
65.55135,5.20E-05
65.60305,5.15E-05
65.65474,5.10E-05
65.70644,5.05E-05
65.75814,5.00E-05
65.80983,4.95E-05
65.86153,4.89E-05
65.91323,4.84E-05
65.96492,4.77E-05
66.01662,4.71E-05
66.06831,4.65E-05
66.12001,4.58E-05
66.17171,4.51E-05
66.22341,4.45E-05
66.2751,4.38E-05
66.3268,4.31E-05
66.37849,4.24E-05
66.43019,4.18E-05
66.48189,4.11E-05
66.53358,4.05E-05
66.58528,3.99E-05
66.63698,3.93E-05
66.68867,3.87E-05
66.74037,3.81E-05
66.79207,3.76E-05
66.84376,3.70E-05
66.89546,3.65E-05
66.94716,3.59E-05
66.99885,3.54E-05
67.05055,3.49E-05
67.10225,3.44E-05
67.15394,3.39E-05
67.20564,3.34E-05
67.25734,3.29E-05
67.30903,3.25E-05
67.36073,3.20E-05
67.41243,3.16E-05
67.46412,3.11E-05
67.51582,3.07E-05
67.56752,3.03E-05
67.61921,2.99E-05
67.67091,2.95E-05
67.72261,2.91E-05
67.7743,2.87E-05
