x,y
9.51218,0.69758
9.56388,0.70928
9.61558,0.72037
9.66727,0.7306
9.71897,0.73975
9.77067,0.74767
9.82236,0.75423
9.87406,0.75934
9.92576,0.76298
9.97745,0.76517
10.02915,0.76597
10.08085,0.76548
10.13254,0.76381
10.18424,0.7611
10.23594,0.75749
10.28763,0.75309
10.33933,0.74802
10.39103,0.74236
10.44272,0.73615
10.49442,0.72941
10.54612,0.72213
10.59781,0.71428
10.64951,0.70579
10.70121,0.69663
10.7529,0.68673
10.8046,0.67607
10.8563,0.66466
10.90799,0.65253
10.95969,0.63977
11.01139,0.62648
11.06308,0.61282
11.11478,0.59898
11.16648,0.58516
11.21817,0.57157
11.26987,0.55841
11.32157,0.54587
11.37326,0.53414
11.42496,0.52333
11.47666,0.51354
11.52835,0.50483
11.58005,0.49722
11.63175,0.49067
11.68344,0.48514
11.73514,0.48053
11.78684,0.47675
11.83853,0.47367
11.89023,0.47118
11.94193,0.46915
11.99362,0.46748
12.04532,0.46606
12.09702,0.46481
12.14871,0.46366
12.20041,0.46257
12.25211,0.46151
12.3038,0.46047
12.3555,0.45946
12.4072,0.45848
12.45889,0.45756
12.51059,0.45673
12.56229,0.45601
12.61398,0.45545
12.66568,0.45506
12.71738,0.45487
12.76907,0.45491
12.82077,0.45521
12.87247,0.4558
12.92416,0.45671
12.97586,0.45799
13.02756,0.45968
13.07925,0.46186
13.13095,0.46458
13.18264,0.46794
13.23434,0.47202
13.28604,0.47691
13.33773,0.48271
13.38943,0.48951
13.44113,0.4974
13.49282,0.50645
13.54452,0.51676
13.59622,0.52837
13.64791,0.54135
13.69961,0.55574
13.75131,0.57159
13.803,0.58892
13.8547,0.60776
13.9064,0.62813
13.95809,0.65003
14.00979,0.67346
14.06149,0.69841
14.11318,0.72485
14.16488,0.75272
14.21658,0.78196
14.26827,0.81245
14.31997,0.84408
14.37167,0.87668
14.42336,0.91006
14.47506,0.944
14.52676,0.97826
14.57845,1.01257
14.63015,1.04666
14.68185,1.08024
14.73354,1.11302
14.78524,1.14474
14.83694,1.17514
14.88863,1.20398
14.94033,1.23106
14.99203,1.25622
15.04372,1.27933
15.09542,1.3003
15.14712,1.3191
15.19881,1.33572
15.25051,1.35018
15.30221,1.36254
15.3539,1.37289
15.4056,1.38132
15.4573,1.38794
15.50899,1.39284
15.56069,1.3961
15.61239,1.3978
15.66408,1.39798
15.71578,1.39663
15.76748,1.39375
15.81917,1.38928
15.87087,1.38314
15.92257,1.37525
15.97426,1.3655
16.02596,1.35381
16.07766,1.34009
16.12935,1.32433
16.18105,1.3065
16.23275,1.28669
16.28444,1.26498
16.33614,1.24157
16.38784,1.21668
16.43953,1.1906
16.49123,1.16363
16.54293,1.13614
16.59462,1.10849
16.64632,1.08103
16.69802,1.05413
16.74971,1.02811
16.80141,1.00324
16.85311,0.97978
16.9048,0.9579
16.9565,0.93776
17.0082,0.91944
17.05989,0.90299
17.11159,0.88842
17.16329,0.87571
17.21498,0.86479
17.26668,0.8556
17.31838,0.84804
17.37007,0.84201
17.42177,0.8374
17.47347,0.83407
17.52516,0.83188
17.57686,0.83069
17.62856,0.83033
17.68025,0.83061
17.73195,0.83132
17.78365,0.83224
17.83534,0.83314
17.88704,0.83377
17.93874,0.83387
17.99043,0.83319
18.04213,0.83151
18.09383,0.82862
18.14552,0.82435
18.19722,0.8186
18.24892,0.8113
18.30061,0.80246
18.35231,0.79217
18.40401,0.78055
18.4557,0.7678
18.5074,0.75417
18.5591,0.73992
18.61079,0.72534
18.66249,0.71072
18.71419,0.69634
18.76588,0.68243
18.81758,0.66919
18.86928,0.65677
18.92097,0.64528
18.97267,0.63475
19.02437,0.62518
19.07606,0.61651
19.12776,0.60866
19.17946,0.60149
19.23115,0.59488
19.28285,0.58866
19.33455,0.58269
19.38624,0.57682
19.43794,0.57091
19.48964,0.56485
19.54133,0.55855
19.59303,0.55194
19.64473,0.54498
19.69642,0.53765
19.74812,0.52996
19.79982,0.52194
19.85151,0.51363
19.90321,0.50508
19.95491,0.49637
20.0066,0.48754
20.0583,0.47865
20.11,0.46976
20.16169,0.46089
20.21339,0.45208
20.26509,0.44334
20.31678,0.43467
20.36848,0.42606
20.42018,0.41753
20.47187,0.40905
20.52357,0.40062
20.57527,0.39226
20.62696,0.38397
20.67866,0.37579
20.73036,0.36774
20.78205,0.35987
20.83375,0.35224
20.88545,0.3449
20.93714,0.33791
20.98884,0.33131
21.04054,0.32514
21.09223,0.31945
21.14393,0.31423
21.19563,0.3095
21.24732,0.30522
21.29902,0.30137
21.35072,0.29789
21.40241,0.2947
21.45411,0.29174
21.50581,0.2889
21.5575,0.28611
21.6092,0.28328
21.6609,0.28031
21.71259,0.27715
21.76429,0.27372
21.81599,0.26999
21.86768,0.26591
21.91938,0.26149
21.97107,0.25673
22.02277,0.25164
22.07447,0.24625
22.12617,0.24061
22.17786,0.23477
22.22956,0.22879
22.28125,0.2227
22.33295,0.21658
22.38465,0.21046
22.43634,0.2044
22.48804,0.19843
22.53974,0.19256
22.59143,0.18683
22.64313,0.18125
22.69483,0.17582
22.74652,0.17054
22.79822,0.1654
22.84992,0.1604
22.90161,0.15552
22.95331,0.15076
23.00501,0.14611
23.0567,0.14155
23.1084,0.13709
23.1601,0.13272
23.21179,0.12843
23.26349,0.12424
23.31519,0.12013
23.36688,0.11613
23.41858,0.11224
23.47028,0.10846
23.52197,0.10482
23.57367,0.1013
23.62537,0.09794
23.67706,0.09473
23.72876,0.09167
23.78046,0.08878
23.83215,0.08605
23.88385,0.08347
23.93555,0.08105
23.98724,0.07877
24.03894,0.07664
24.09064,0.07463
24.14233,0.07273
24.19403,0.07095
24.24573,0.06926
24.29742,0.06765
24.34912,0.06612
24.40082,0.06466
24.45251,0.06326
24.50421,0.06192
24.55591,0.06062
24.6076,0.05936
24.6593,0.05815
24.711,0.05696
24.76269,0.05581
24.81439,0.05467
24.86609,0.05356
24.91778,0.05247
24.96948,0.0514
25.02118,0.05034
25.07287,0.04929
25.12457,0.04825
25.17627,0.04723
25.22796,0.04622
25.27966,0.04523
25.33136,0.04425
25.38305,0.0433
25.43475,0.04238
25.48645,0.04148
25.53814,0.04062
25.58984,0.03979
25.64154,0.039
25.69323,0.03825
25.74493,0.03753
25.79663,0.03685
25.84832,0.0362
25.90002,0.03558
25.95172,0.03498
26.00341,0.03441
26.05511,0.03386
26.10681,0.03333
26.1585,0.0328
26.2102,0.03228
26.2619,0.03176
26.31359,0.03125
26.36529,0.03074
26.41699,0.03022
26.46868,0.0297
26.52038,0.02917
26.57208,0.02865
26.62377,0.02812
26.67547,0.02759
26.72717,0.02706
26.77886,0.02654
26.83056,0.02603
26.88226,0.02553
26.93395,0.02504
26.98565,0.02457
27.03735,0.02411
27.08904,0.02368
27.14074,0.02326
27.19244,0.02287
27.24413,0.0225
27.29583,0.02216
27.34753,0.02183
27.39922,0.02153
27.45092,0.02125
27.50262,0.02099
27.55431,0.02074
27.60601,0.02051
27.65771,0.0203
27.7094,0.0201
27.7611,0.01991
27.8128,0.01973
27.86449,0.01957
27.91619,0.01942
27.96789,0.01928
28.01958,0.01915
28.07128,0.01903
28.12298,0.01893
28.17467,0.01883
28.22637,0.01874
28.27807,0.01866
28.32976,0.01859
28.38146,0.01853
28.43316,0.01847
28.48485,0.01842
28.53655,0.01836
28.58825,0.01831
28.63994,0.01826
28.69164,0.0182
28.74334,0.01814
28.79503,0.01808
28.84673,0.01801
28.89843,0.01794
28.95012,0.01787
29.00182,0.01779
29.05352,0.0177
29.10521,0.01762
29.15691,0.01753
29.20861,0.01744
29.2603,0.01734
29.312,0.01725
29.3637,0.01715
29.41539,0.01705
29.46709,0.01695
29.51879,0.01684
29.57048,0.01674
29.62218,0.01663
29.67388,0.01652
29.72557,0.01642
29.77727,0.01631
29.82897,0.01621
29.88066,0.01611
29.93236,0.01602
29.98406,0.01593
30.03575,0.01585
